text,Description
unknown paymen,other
AMOUNT unknow,other
zee5 stream,entertainment
transfe credit,other
balance credit,other
spicejet toll,travel
DOMINO dinner,food
gaana class,entertainment
train snacks,travel
train FARE,travel
EATFI snacks,food
ZOMATO parcel,food
gaana entry,entertainment
rapido journey,travel
rapido toll,travel
bigbasket snack,food
zomato thali,food
bikanerval thali,food
steam show,entertainment
stea MOVIE,entertainment
primevide event,entertainment
amazo basket,shopping
rapido ticket,travel
youtube subscription,entertainment
psplus movie,entertainment
train snacks,food
NIKE bag,shopping
haldirams buffet,food
meesho basket,shopping
bookmysho ticke,entertainment
kfc roll,food
debit credit,other
eatfit parcel,food
zee5 TICKET,entertainment
fee service,other
lenskart shirt,shopping
bookmyshow stream,entertainment
debit fee,other
irctc booking,travel
ubereat ROLL,food
train TRIP,travel
balance FEE,other
zepto biryani,food
revv commut,travel
renewal transfer,other
service payment,other
nike watch,shopping
mcdonalds roll,food
zomato rice,food
AMOUNT ecs,other
grocery baske,shopping
ecs fee,other
trai snack,travel
haldirams combo,food
irctc journe,travel
hold fee,other
CHARGE txn,other
revv toll,travel
prime sub,entertainment
youtube music,entertainment
psplus pass,entertainment
airport shuttle,travel
airpor meal,food
swiggy lunch,food
HOTSTAR movie,entertainment
zee5 rental,entertainment
NYKAA set,shopping
audible pass,entertainment
flight snacks,travel
croma cart,shopping
entr misc,other
dominos parcel,food
debit RENEWAL,other
AIRPORT meal,food
prime sub,entertainment
dmart BASKE,shopping
haldirams COMBO,food
bikanervala comb,food
service renewal,other
amount misc,other
airport fare,travel
gaana show,entertainment
FLIPKART cart,shopping
starbucks parcel,food
grocery basket,shopping
mcdonalds coffee,food
grocery BASKET,shopping
zara cart,shopping
grocery basket,shopping
swiggy burge,food
train booking,travel
rapido pass,travel
INSTAMAR dinner,food
flight SNACKS,travel
eatfit pizz,food
spotify class,entertainment
zepto bread,food
ADJUSTMENT service,other
lenskart items,shopping
airport meal,food
croma items,shopping
bookmyshow game,entertainment
TRAIN snacks,travel
entry DEBIT,other
ADJUSTMENT AUTO,other
tacobell lunc,food
ola parking,travel
entry credi,other
ecs CREDIT,other
renewal charge,other
lyft journey,travel
netflix entry,entertainment
uber fare,travel
revv pass,travel
transfer ecs,other
indig toll,travel
transfer fee,other
hotstar ticket,entertainment
rapido toll,travel
ajio jacket,shopping
spotify renta,entertainment
payment txn,other
mcdonalds snacks,food
spotify ticket,entertainment
NYKAA jacke,shopping
flight snacks,travel
bookmysho pass,entertainment
youtub subscription,entertainment
train snacks,travel
bus journey,travel
zoomca SEAT,travel
flight snacks,travel
processing entry,other
dmart basket,shopping
processing unknown,other
zara jeans,shopping
mandate ecs,other
rapid fare,travel
audible MOVI,entertainment
airport SNACK,food
grocery basket,shopping
misc hold,other
hold mandat,other
fee processing,other
FLIGHT snacks,travel
amount mandate,other
audible event,entertainment
service credit,other
nike order,shopping
faasos COFFEE,food
revv fare,travel
txn PAYMENT,other
airpor lunc,food
crom bag,shopping
rapido trip,travel
balance mandat,other
IRCTC ride,travel
AJIO bag,shopping
ecs balance,other
ola fare,travel
meesho set,shopping
youtube SUBSCRIPTION,entertainment
dominos parcel,food
nykaa cart,shopping
trai snacks,travel
grocery basket,shopping
zepto parcel,food
ZEE5 event,entertainment
lenskart shoes,shopping
bookmyshow ticket,entertainment
croma cart,shopping
primevideo game,entertainment
train SNACKS,travel
train snack,travel
airport buffet,food
ubereats comb,food
credit misc,other
bookmyshow music,entertainment
balance mandate,other
youtube ticket,entertainment
bigbasket BUFFET,food
indigo booking,travel
box8 dinner,food
ajio JACKET,shopping
spotify subscription,entertainment
hold AMOUNT,other
flight snacks,travel
MYNTR jacket,shopping
box8 buffet,food
indigo ticket,travel
balance charge,other
pro sub,entertainment
dominos shake,food
AIRINDIA parking,travel
hold entr,other
dmart baske,shopping
grocery basket,shopping
decathlon purchase,shopping
unknown hold,other
unknown service,other
misc entry,other
train meal,food
bikanervala thali,food
rapido shuttle,travel
entry debit,other
kfc combo,food
plus sub,entertainment
NETFLI stream,entertainment
instamar bread,food
prim sub,entertainment
service mandate,other
behrouz roll,food
audibl rental,entertainment
sony game,entertainment
LENSKART shirt,shopping
box8 snacks,food
AUDIBLE renta,entertainment
flight snacks,travel
amount processing,other
hold PROCESSING,other
haldirams roll,food
entry unknown,other
txn charge,other
airport snacks,food
mandate service,other
processing processing,other
trai trip,travel
balance amount,other
RENEWA PAYMENT,other
plus sub,entertainment
misc auto,other
bikanervala parce,food
train snacks,travel
service renewal,other
bus trip,travel
AMAZON shoes,shopping
airport snack,food
instamart milk,food
fee TRANSFE,other
haldirams pizza,food
starbucks rice,food
tacobell dinner,food
spotify subscription,entertainment
hm items,shopping
rapido toll,travel
blinkit buffe,food
netflix game,entertainment
grocery basket,shopping
train SNACKS,travel
mandate CHARG,other
primevideo subscription,entertainment
amazon purchase,shopping
dominos meal,food
lyft parking,travel
box8 burger,food
train meal,food
plus sub,entertainment
zepto pizza,food
flight snacks,travel
behrouz bread,food
uber toll,travel
credit transfer,other
ECS BALANCE,other
meesho jacke,shopping
debi balance,other
bus toll,travel
BOX8 roll,food
train snacks,travel
amount DEBI,other
lyft shuttl,travel
BLINKIT lunch,food
trai trip,travel
DMART basket,shopping
psplu game,entertainment
airport MEAL,food
zepto snack,food
indigo pass,travel
airport toll,travel
pro sub,entertainment
ikea basket,shopping
ENTRY PAYMENT,other
swiggy roll,food
airpor snacks,food
airport meal,food
IKEA basket,shopping
charge charg,other
KFC roll,food
adidas items,shopping
spicejet transfer,travel
mandate service,other
sony subscriptio,entertainment
zee5 ticket,entertainment
eatfit dinner,food
FLIPKART jeans,shopping
primevideo stream,entertainment
train snacks,food
ZARA items,shopping
uber PARKING,travel
starbucks milk,food
airindia trip,travel
spotify stream,entertainment
lyft parking,travel
audible concert,entertainment
plus SUB,entertainment
zepto milk,food
eatfi bread,food
airport transfer,travel
spotify event,entertainment
payment service,other
box8 shake,food
spicejet parking,travel
meesho jeans,shopping
spicejet FARE,travel
NIKE watch,shopping
renewal ecs,other
train meal,food
crom set,shopping
swiggy PIZZA,food
airindia ticket,travel
audible class,entertainment
XBOX stream,entertainment
netflix TICKET,entertainment
mcdonalds lunc,food
amount balance,other
adjustmen mandate,other
audible ticke,entertainment
dominos milk,food
processin auto,other
train meal,food
service entry,other
train shuttl,travel
prime sub,entertainment
xbox renta,entertainment
charge unknown,other
mcdonalds dinner,food
zee5 EVENT,entertainment
airport pizza,food
bikanervala BURGER,food
puma set,shopping
airindia ride,travel
spicejet pass,travel
spotify STREAM,entertainment
ikea SHIRT,shopping
sony rental,entertainment
zee5 subscription,entertainment
grocery basket,shopping
zoomcar seat,travel
rapido toll,travel
PAYMEN entr,other
zee5 TICKE,entertainment
bikanervala snacks,food
IKEA cart,shopping
box8 roll,food
bookmysho stream,entertainment
airport snacks,food
amazon bag,shopping
AUDIBLE music,entertainment
ajio BASKET,shopping
haldirams buffet,food
tacobel roll,food
ecs misc,other
UBEREATS bread,food
airpor transfer,travel
hotstar ENTRY,entertainment
charge txn,other
audible musi,entertainment
debit balance,other
debit debit,other
GROCERY basket,shopping
starbucks combo,food
mcdonalds BIRYANI,food
PRO sub,entertainment
plus sub,entertainment
MEESHO SHIRT,shopping
spicejet trip,travel
TRAIN meal,food
uber BOOKING,travel
debi renewal,other
CHARGE txn,other
bigbasket coffee,food
dmart basket,shopping
tacobell ROLL,food
MISC misc,other
AUDIBLE RENTAL,entertainment
bookmyshow event,entertainment
steam rental,entertainment
dmart basket,shopping
lenskar order,shopping
HALDIRAMS coffee,food
YOUTUBE event,entertainment
dmart BASKET,shopping
ajio SET,shopping
audible MOVIE,entertainment
metr ticket,travel
balance adjustment,other
UBEREATS milk,food
steam entry,entertainment
BOX8 lunch,food
airport snacks,food
dominos combo,food
BEHROUZ LUNCH,food
haldirams milk,food
ecs adjustment,other
revv RIDE,travel
mandate AMOUNT,other
debit credit,other
dmart basket,shopping
FLIGHT snack,travel
amount CREDIT,other
IRCTC toll,travel
subway milk,food
renewal CREDI,other
faasos lunch,food
airport roll,food
DMART BASKET,shopping
grocery basket,shopping
netflix even,entertainment
uber toll,travel
spotif entr,entertainment
puma gear,shopping
TRANSFER transfer,other
netflix subscription,entertainment
hotstar music,entertainment
audible event,entertainment
xbox movie,entertainment
hold FEE,other
grocery basket,shopping
netfli concert,entertainment
PRIMEVIDEO movi,entertainment
credit unknown,other
flipkart ITEM,shopping
blinkit biryani,food
kfc dinner,food
instamart snacks,food
netflix ticke,entertainment
airport snacks,food
psplu class,entertainment
amazon purchase,shopping
airport thali,food
debit ADJUSTMENT,other
hold renewal,other
txn RENEWAL,other
faasos lunch,food
nike order,shopping
train MEAL,food
ajio basket,shopping
puma purchase,shopping
primevideo stream,entertainment
trai TICKET,travel
mandate payment,other
airport snacks,food
ola journey,travel
instamar parcel,food
YOUTUBE game,entertainment
xbox clas,entertainment
ubereats lunch,food
TACOBEL coffee,food
steam stream,entertainment
grocery basket,shopping
SPOTIFY subscriptio,entertainment
AMOUNT adjustment,other
zepto coffee,food
debit balance,other
airport seat,travel
auto ecs,other
MEESHO jeans,shopping
zara bag,shopping
BOX8 rice,food
behrouz SNACKS,food
nike cart,shopping
bigbaske roll,food
BLINKIT shake,food
hotstar event,entertainment
steam rental,entertainment
audibl entry,entertainment
servic service,other
AMOUNT adjustment,other
lyft ticke,travel
REVV pass,travel
dominos shake,food
spicejet RIDE,travel
puma set,shopping
PLUS sub,entertainment
RENEWAL transfer,other
bookmyshow game,entertainment
dmart BASKET,shopping
ADJUSTMENT TRANSFER,other
audible pass,entertainment
lyft shuttle,travel
debit ecs,other
bookmyshow movie,entertainment
starbucks bread,food
ola trip,travel
nike cart,shopping
flipkart order,shopping
unknow SERVICE,other
zara jean,shopping
nyka bag,shopping
flight snacks,travel
rapido BOOKING,travel
indigo commute,travel
train snack,travel
meesho purchase,shopping
amazon bag,shopping
adidas set,shopping
netflix entry,entertainment
zept lunch,food
entry charge,other
ola trip,travel
puma cart,shopping
sony EVENT,entertainment
croma purchase,shopping
vistara fare,travel
decathlon shoes,shopping
adidas shirt,shopping
MANDATE service,other
bigbasket milk,food
train snacks,travel
uber seat,travel
haldirams coffee,food
airport COMBO,food
psplus ticket,entertainment
tacobel biryani,food
starbucks meal,food
TACOBELL wrap,food
dmart basket,shopping
xbox class,entertainment
bigbasket lunch,food
bookmyshow rental,entertainment
mandate entry,other
amazon cart,shopping
adjustmen ecs,other
train snacks,travel
haldirams combo,food
flight snacks,travel
psplus TICKET,entertainment
nykaa purchase,shopping
BOOKMYSHOW EVENT,entertainment
mandate hold,other
TRANSFER charge,other
steam entr,entertainment
debit AMOUN,other
haldirams thali,food
MEESHO GEAR,shopping
adjustment transfer,other
unknown credit,other
hold ecs,other
debi entry,other
netflix renta,entertainment
SPOTIFY concert,entertainment
metr SHUTTLE,travel
haldirams COMBO,food
service processing,other
CROMA purchas,shopping
primevideo event,entertainment
NETFLI TICKET,entertainment
audible ticke,entertainment
balance payment,other
vistara booking,travel
AUDIBLE music,entertainment
TRAIN booking,travel
unknown charge,other
bigbasket WRAP,food
irctc parking,travel
train snacks,food
KFC bread,food
nike JEANS,shopping
airport roll,food
dmart basket,shopping
kfc coffee,food
MYNTRA SHOES,shopping
puma cart,shopping
prime sub,entertainment
amazon shoes,shopping
mcdonalds wrap,food
psplus game,entertainment
hm basket,shopping
uber parkin,travel
dmart baske,shopping
spicejet fare,travel
spotify ticke,entertainment
balance hold,other
psplus movie,entertainment
hotstar subscription,entertainment
renewal mandate,other
tacobell snacks,food
auto entr,other
behrouz roll,food
psplus rental,entertainment
