text,category
mcdonalds bill urgent,food
kfc purchase routine,food
dominos purchase for office use,food
bigbasket order during weekend,food
dmart bill late night,food
zomato subscription while travelling,food
reliance smart subscription monthly,food
dmart purchase one time,food
blinkit expense family use,food
mcdonalds monthly charge personal use,food
roadside dhaba order urgent,food
dmart order routine,food
local cafe subscription for office use,food
blinkit booking during weekend,food
zomato booking late night,food
local cafe order while travelling,food
kfc bill monthly,food
swiggy subscription one time,food
blinkit transaction family use,food
starbucks bill personal use,food
local cafe expense urgent,food
dominos transaction routine,food
zomato purchase for office use,food
mcdonalds recharge during weekend,food
dmart bill late night,food
blinkit recharge while travelling,food
local cafe recharge monthly,food
roadside dhaba transaction one time,food
zomato order family use,food
starbucks purchase personal use,food
bigbasket bill urgent,food
reliance smart expense routine,food
starbucks order for office use,food
roadside dhaba expense during weekend,food
reliance smart transaction late night,food
dominos order while travelling,food
ccd expense monthly,food
roadside dhaba payment one time,food
roadside dhaba purchase family use,food
blinkit order personal use,food
mcdonalds order urgent,food
dominos subscription routine,food
dmart booking for office use,food
starbucks expense during weekend,food
mcdonalds purchase late night,food
mcdonalds booking while travelling,food
reliance smart expense monthly,food
mcdonalds order one time,food
reliance smart monthly charge family use,food
zepto expense personal use,food
zomato expense urgent,food
reliance smart order routine,food
zepto transaction for office use,food
dominos order during weekend,food
reliance smart transaction late night,food
dmart transaction while travelling,food
starbucks transaction monthly,food
swiggy payment one time,food
zomato payment family use,food
reliance smart transaction personal use,food
mcdonalds booking urgent,food
local cafe transaction routine,food
ccd transaction for office use,food
reliance smart payment during weekend,food
bigbasket expense late night,food
mcdonalds monthly charge while travelling,food
bigbasket booking monthly,food
local cafe recharge one time,food
mcdonalds bill family use,food
zomato payment personal use,food
dominos bill urgent,food
ccd bill routine,food
bigbasket booking for office use,food
starbucks transaction during weekend,food
dominos subscription late night,food
roadside dhaba subscription while travelling,food
dmart subscription monthly,food
ccd order one time,food
local cafe subscription family use,food
blinkit expense personal use,food
zomato subscription urgent,food
kfc bill routine,food
zomato monthly charge for office use,food
bigbasket booking during weekend,food
dominos purchase late night,food
swiggy monthly charge while travelling,food
ccd transaction monthly,food
ccd booking one time,food
roadside dhaba order family use,food
roadside dhaba subscription personal use,food
zepto subscription urgent,food
kfc order routine,food
bigbasket expense for office use,food
bigbasket bill during weekend,food
mcdonalds bill late night,food
swiggy purchase while travelling,food
ccd expense monthly,food
bigbasket booking one time,food
kfc transaction family use,food
starbucks payment personal use,food
swiggy monthly charge urgent,food
bigbasket transaction routine,food
roadside dhaba bill for office use,food
mcdonalds expense during weekend,food
swiggy purchase late night,food
ccd order while travelling,food
mcdonalds subscription monthly,food
local cafe recharge one time,food
starbucks payment family use,food
ccd payment personal use,food
zepto expense urgent,food
kfc subscription routine,food
blinkit monthly charge for office use,food
zomato recharge during weekend,food
blinkit bill late night,food
local cafe expense while travelling,food
mcdonalds transaction monthly,food
reliance smart transaction one time,food
zomato order family use,food
zomato recharge personal use,food
starbucks subscription urgent,food
blinkit subscription routine,food
local cafe order for office use,food
kfc transaction during weekend,food
blinkit recharge late night,food
blinkit payment while travelling,food
swiggy payment monthly,food
dominos subscription one time,food
local cafe bill family use,food
blinkit bill personal use,food
dominos transaction urgent,food
blinkit order routine,food
starbucks transaction for office use,food
starbucks order during weekend,food
ccd transaction late night,food
dmart monthly charge while travelling,food
zepto subscription monthly,food
blinkit expense one time,food
blinkit bill family use,food
dmart transaction personal use,food
mcdonalds bill urgent,food
roadside dhaba payment routine,food
starbucks subscription for office use,food
reliance smart purchase during weekend,food
ccd transaction late night,food
mcdonalds payment while travelling,food
zepto bill monthly,food
mcdonalds transaction one time,food
zepto booking family use,food
dmart payment personal use,food
zepto bill urgent,food
dominos expense routine,food
reliance smart transaction for office use,food
local cafe recharge during weekend,food
dominos booking late night,food
swiggy transaction while travelling,food
dmart purchase monthly,food
kfc payment one time,food
bigbasket subscription family use,food
ccd order personal use,food
ccd booking urgent,food
ccd expense routine,food
local cafe transaction for office use,food
bigbasket payment during weekend,food
dmart order late night,food
blinkit booking while travelling,food
blinkit subscription monthly,food
reliance smart bill one time,food
blinkit recharge family use,food
starbucks order personal use,food
bigbasket expense urgent,food
starbucks expense routine,food
starbucks monthly charge for office use,food
zepto bill during weekend,food
kfc booking late night,food
mcdonalds expense while travelling,food
mcdonalds booking monthly,food
mcdonalds monthly charge one time,food
dmart booking family use,food
dmart bill personal use,food
starbucks bill urgent,food
starbucks expense routine,food
local cafe monthly charge for office use,food
mcdonalds purchase during weekend,food
zepto expense late night,food
ccd recharge while travelling,food
roadside dhaba subscription monthly,food
local cafe order one time,food
mcdonalds payment family use,food
mcdonalds purchase personal use,food
starbucks bill urgent,food
